bathrooms,bedrooms,interest_level,price,Elevator,CatsAllowed,HardwoodFloors,DogsAllowed,Doorman,Dishwasher,NoFee,LaundryinBuilding,FitnessCenter,Pre-War,LaundryinUnit,RoofDeck,OutdoorSpace,DiningRoom,HighSpeedInternet,Balcony,SwimmingPool,LaundryInBuilding,NewConstruction,Terrace
1.0,1,0,3495,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1.0,3,0,3000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2995,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,3,0,12500,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1.0,3,0,4295,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2538,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
2.0,3,1,5325,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,3300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,4,0,4500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3598,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
1.0,1,1,2900,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3225,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3020,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4845,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,3,1,4495,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
1.0,1,2,2900,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,0,1,2520,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1.0,1,0,2650,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1.0,1,0,2895,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2400,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1.0,2,0,2200,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1.0,2,0,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,4,0,7700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,5000,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1
1.0,2,0,3199,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
1.5,3,0,3840,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2325,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,1,6400,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,4500,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0
1.0,2,2,2450,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,2,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3300,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1.0,1,0,3050,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2200,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,0,3900,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
1.0,1,0,3900,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0
1.0,1,0,1825,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,1,6860,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
0.0,0,0,1466,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,8500,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,3,0,2750,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0,1,1890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,1850,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,0,4995,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1.0,1,0,3695,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
1.0,4,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,2100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4850,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1
2.0,2,0,8300,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,1,5000,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
1.0,0,0,2695,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,3771,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
1.0,2,1,2995,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,1,0,4430,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,3290,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2050,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4000,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1
1.0,3,2,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,3800,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,3,0,3950,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,0,0,3225,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4,0,5990,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0
1.0,2,1,3275,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1.0,2,0,3300,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2315,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3350,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3440,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0
1.0,1,0,4950,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,3250,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2700,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,1875,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,1975,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,4,0,5950,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0
1.0,2,0,2795,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,1,1850,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,2,0,5000,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2.5,2,0,6500,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
1.0,0,1,2450,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
1.0,1,0,2750,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2,1,2695,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
1.0,3,1,4400,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1.0,1,0,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3200,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1.0,2,2,3200,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,5000,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,1,0,4000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2795,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1.0,2,2,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2495,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
1.0,0,0,2750,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1.0,0,1,2595,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,4250,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,1995,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2450,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,1,0,2900,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1.0,0,0,5000,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,7205,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2650,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1.0,1,0,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2600,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2675,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,1,3300,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,1700,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3495,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2.0,2,0,7350,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
1.0,1,0,3495,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,0,0,3275,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,7000,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1
1.0,2,0,3300,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1.0,1,0,2475,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3,0,11750,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2950,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
1.0,0,1,1750,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,0,4945,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,3300,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,3700,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2825,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,1,0,3119,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,4015,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2.0,2,0,3900,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3200,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1.0,3,1,2950,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,4,0,4500,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0
1.0,1,1,3200,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,4900,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1.0,1,0,4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,3895,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1.0,0,0,3500,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,16000,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1,0,3700,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,2,0,3199,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1,1,3000,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2.0,2,0,4995,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
1.0,1,0,3995,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2.0,2,0,3990,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1.0,1,0,3000,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
1.0,0,0,1900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,3,0,3300,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4195,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,4,0,5415,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,0,1,1795,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3270,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
1.0,0,0,2175,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0
1.0,1,0,2690,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2373,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
1.0,2,0,4200,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1.0,1,0,2950,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,5500,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.0,2,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,4,0,14000,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,4500,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,5200,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4600,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,4,0,5000,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
1.0,1,0,4900,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2450,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,3550,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2.5,5,0,7990,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1.0,2,0,3295,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,4185,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2750,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,1,1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,12500,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,3,0,4495,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1.0,3,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2750,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2680,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2800,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3600,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,4,0,5500,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2895,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,4500,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,2,2,1850,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,2,1695,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3400,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1.0,2,1,3500,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,2,0,3100,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,3500,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2625,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1,1,3000,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3,0,3300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,3,1,2550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2750,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,2,1,3025,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0
1.0,0,0,1495,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3400,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,1,1855,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2550,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,1500,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,0,0,2190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4,0,5750,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,1,2350,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3500,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,0,0,2400,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2150,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,0,4892,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1.0,1,0,3050,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,3125,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
1.0,1,0,6830,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2,0,3995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,3,0,5495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2350,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2.0,4,1,3895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2400,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2,2400,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2500,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,3,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2250,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4900,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2.0,3,0,3800,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
1.0,0,0,2950,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2.0,2,0,4650,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,4,1,5000,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
1.0,1,0,3570,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2250,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,2650,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,1,1700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,1875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2295,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3400,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1,0,2700,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,0,4700,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
1.0,1,0,4450,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0
1.0,0,0,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2600,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3,0,11000,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
2.0,3,0,5200,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,0,7440,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0,0,7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,1965,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2375,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2200,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,3,0,2850,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,3200,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
1.0,0,2,1846,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,0,4600,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0,2985,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,1,2300,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
1.0,0,1,3041,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2.0,2,0,3000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1.0,3,0,5729,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,0,3050,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1
1.0,1,0,2595,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0,2375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
